province,n_official_name,ori_experience,description,company_description,experience,industry,domain,title_jd,common_name,title,district,start_date,company_address,location,source,type,ori_district,end_date,salary 
上海,上海埃威航空电子有限公司,1年以上,职位要求：1.电子工程、电磁场与微波技术、无线电、无线通信等专业本科以上学历；2、从事无线通信系统、无线电台或射频电路硬件工作一年以上；有过接收机、发射机、天线等电路或系统的研发经验。具有良好的射频硬件电路、模拟硬件电路基础知识；3、良好的团队合作精神以及表达、沟通和文字能力。,上海埃威航空电子有限公司隶属于中国航空无线电电子研究所，公司位于徐汇区漕河泾高科技经济技术开发区，是集科研、开发、设计、生产、销售及服务于一体的高科技企业。上海埃威航空电子有限公司已拥有一支精良的、高素质的研发团队，其中90%以上具有大学本科以上学历，70％以上具有中、高级技术职称。主要从事无线电通信、导航、计算机通信、软件开发、信息处理、航海技术的产品开发。自创立起，它以发展高科技产业为己任，定位于高起点，高目标、高速度的发展战略，以无线电通信、导航产业为主要发展目标，同时大力发展无线电通讯和计算机信息产业，立足国内、放眼世界市场，已成为集软硬件开发、生产、技术服务为一体的具有相对实力的公司。多年来，公司的发展得到了很多领导的支持和关怀，中共中央总书记、国家军委主席胡锦涛同志，中共中央常委，书记处书记习近平同志，国防科工委主任张庆伟同志，中国航空第一集团总经理林左鸣同志以及中国海事局局长陈爱平同志等领导都曾先后来我公司视察和指导工作。与此同时在所的强大科技力量的支持下，在公司全体员工的共同努力下，我们取得了社会各界的信赖，建立了长期、稳定的客户群，公司的规模不断扩大，效益也在不断提高，在无线电通讯导航领域、教学实验仪器领域、安防领域等都已经具有了一定的知名度。公司将多年积累的航空电子技术应用到海事通导产品中，现有广泛应用于海事领域的AISClass-A船舶自动识别系统、AISClass-B船舶自动识别系统、AIS接收机、船舶智能导航仪、航标灯上的航标AIS应答器、机载AIS系统、差分GPS发射机、舰载直升机导航设备等产品。同时公司产品还有用于机场的NDB无方向信标机、MB-1指点信标机、CMS-1机场导航设备计算机集中监控系统、TRMS-1导航设备（区域）集中监视系统；用于教学领域的Aedk系列教学实验机、仿真器，天鑫光标阅卷机；以及用于安防领域的数字无线报警器等。,"1-3年,3-5年,5-10年,10年以上",旅行社,招聘,无线通信（射频）研发工程...,,无线通信（射频）研发工程师,上海,2017-04-13,上海市桂平路555号47栋,,一览英才网,全职,,2017-05-13,0-1
上海,上海汇希企业管理咨询有限公司,不限,岗位职责：1.5yearsindustryexperiencewithMSdegree2.Strongfoundationindigitalandanalogcircuitdesign3.SFPXFPQSFPCFPTransceiverHardwareDesignexperiencedesired4.ExperiencewithHFSSorothermicrowaveelectromagneticsimulationtoolsdesired.5.Stronglaboratoryandtroubleshootingskills6.StrongwrittenandoralcommunicationskillsbothinChineseEnglish任职要求：1.Circuitdesignandverification2.Hardwareboarddesignandtroubleshooting3.Selectionandcharacterizationofcriticalopticalandelectricalcomponents,上海汇希企业管理咨询有限公司创建于2005年是一家专为企业提...,不限,不限,招聘,高级射频工程师(上海汇希...,,高级射频工程师(上海汇希企业管理咨询有限公司),上海,2017-04-13,,,猎聘网,全职,不限,2017-07-02,0-1
上海,北京凌昆电磁技术有限公司,不限,"职位描述  Main responsibility:  To do RF 2 designing of EMC chambers. To do system integration of wireless OTA testing solution package on site in China or Asia Region. To handle customer""training.  ""To support for RF issues on the project.  To support sales department in RFfunction. Experience Requirements:  Bachelor degree, Microwave, Radio,electronics or Telecom engineering background.  电子工程、微波、无线电专业，本科及以上学历。  Min.1 years working experience related field project.  有（一年及以上）相关项目经验。可以考虑优秀应届毕业生。  Familiar with EM/ Microwave/ Antenna theory.  熟悉电磁场 / 微波 / 天线理论。  Familiar with the application of equipment like Spectrum, VNA, etc.  熟悉电子通信领域常用仪器（频谱仪 , 矢量网络分析仪）。  Good English skill on both oral and written.  熟练的英文表达和写作能力。  Good IT skill, MS 2 office is a must.  熟练的电脑操作和办公软件运用。  Good communication skill and working under pressure with positive/dynamic thinking.  擅于与人交流，能够积极地思考并且能够承受工作压力。  Prefer to travel domestically or oversea.  能够经常出差工作。","　　一美商独资知名企业　　ETS-LindgrenChina作为美国ETS-Lindgren在中国成立的全资子公司，成立于2002年，现拥有员工大约150人，可以为中国用户提供从生产销售、工程安装、技术支持、售后保修等一系列真正的本地服务。ETS-LindgrenChina按照ETS-Lindgren全球统一质量标准，生产高性能的CellType和Pantype屏蔽室，成为ETS-Lindgren在亚太市场的屏蔽生产和供应中心。　　为更贴近客户，让客户更快地得到销售和售后服务，ETS-LindgrenChina先后在深圳、上海、台湾、香港等地成立了办事处。　　公司视每位员工为公司的宝贵财富，且承认他们对公司的发展所起的重要作用，并为他们提供事业发展的计划与培训，让他们的潜力得到最大限度的发挥。如果您对本公司发布的任何职位感兴趣，请投递您的简历并附上薪资要求（务必），我们将尽快安排合适的人选进行面试。　　公司网址www.ets-lindgren.com　　电子邮箱ets.lindgrenhr@gmail.comETS-LindgrenChinaisasubsidiarycompanyofETS-LindgrenUSA.ETS-LindgrenChinawasfoundedin2002andcurrentlyemploysmorethan150people.Weprovideasystemofreallocalserviceincludingmanufacture,installation,technicalsupport,andafter-saleservice.Inaddition,ETS-LindgrenChinamanufactureshigh-qualitycell-typeandpan-typeshieldedroomsandcomponentsforChinaandotherAsianmarkets.ETS-LindgrenChina’sheadquartersarelocatedinBeijing,China.Tobetterserviceourcustomersandtoprovideimprovedafter-saleservicetothem,ETS-LindgrenChinaestablishedtheofficesinShenzhen,Shanghai,Taiwanandsoonsuccessively.ETS-Lindgrenregardseveryemployeeasourgreattreasureandrecognizestheircontributionstothecompany’sdevelopment.Ifyouareinterestedinanypositionwepublished,pleasesendusyourresumewithChineseandEnglishtype,ExpectationSalarytous,wewillarrangetheinterviewforsomebodyasap.",不限,电子/电源/微电子,招聘,射频工程师,北京凌昆电磁技术有限公司,射频工程师,上海,2017-04-14,北京市海淀区马甸东路17号金澳国际大厦1018,不限,OFweek人才网,全职,不限,2017-10-14,0-1
上海,捷开通讯深圳有限公司上海分公司,5年以上,工作职责：1.手机行业相关经验，至少5年以上。2.根据产品PRD和系统方案进行射频部分的设计工作，包括：完成原理图的设计，协助EDA人员完成PCB设计。协同硬件、软件人员完成研发样机的调试和功能验证。3.根据调试结果进行设计更改和优化，以达到设计指标要求，并且通过样机鉴定。4.根据产品需求，完成产品的详细设计文档及评审文档，协助硬件完成BOM的生成和评审归档。5.进行元器件选型以及关键、独家元器件的替代方案设计实现。6.协助软件人员进行RF工具软件的开发。7.对研发测试以及生产测试中出现的射频问题提供技术支持。主要要求：1.电子，通信，自动化，无线电，微波等相关专业本科或以上学历2.5年以上手机RF工作经验,"TCL通讯科技控股有限公司TCL通讯科技控股有限公司(HK:2618)专注为全球消费者提供TCL和ALCATEL两个品牌手机产品,是世界八大手机供应商之一,致力于成为全球可信、可敬、可持续发展的移动通信终端产品供应商。TCL通讯是全球最大的消费电子制造商之一TCL集团的成员公司,ALCATEL公司为TCL通讯战略投资者。我们在法国、中国上海和深圳均设立研发中心,拥有一大批外籍专家和数十名留美、留日及国内知名院校培养的博士以及专业人士700多名。TCL通讯不断整合全球供应链体系,保持成本优势,并在广东惠州建立全球制造基地,我们拥有世界领先水平SMT生产线和专业测试设备,是中国最大的手机制造基地之一。TCL通讯在南美拥有强大的生产能力,能满足全球化市场的多样需求。并已经设立了EMEA、LATAM、India、APAC、ODM、China(TCL、Alcatel)等业务中心,负责欧洲、非洲、中东、美洲、印度、亚太和中国大陆等地的业务。TCL通讯已经与全球主流运营商Vodafone、Orange、Telefonica及TIM等公司建立了长期和稳定的合作关系。TCL通讯作为全球性的手机制造商,始终坚持""中国价值,世界品质""的理念,努力改善全球消费者的数字化无线通讯生活。为了这个目标,TCL通讯汇聚全球资源,锐意创新,为用户提供更好的产品和服务,为他们带来更愉悦的消费体验。捷开通讯(深圳)有限公司上海分公司隶属于TCL通讯科技控股的捷开通讯(深圳)有限公司上海分公司,是TCL&Alcatel手机业务正式合并后成立的研发中心,有效整合双方资源和优势。公司拥有设计开发技术人员700多名,其中包括大量外籍专家、博士、教授,以及专业的技术与管理人员,其传承了阿尔卡特研发的经验和优势,在手机研发领域具有显著优势。我们的愿景:成为全球可信、可敬、可持续发展的无线移动终端解决方案提供商。我们的使命:-持续创新和流程优化为客户不断增值;-为员工提供发展的平台;-为投资者带来丰厚回报;我们的人才策略:员工是公司最宝贵的财富,我们关注员工的成长与发展,为员工发展提供具有竞争力的薪资福利体系、卓越的职业发展途径与激励机制,以及与国内外通讯领域专家共同研发的广阔平台。","5-10年,10年以上",光通信行业,招聘,高级射频工程师,,高级射频工程师,浦东新区,2017-04-13,上海市浦东张江高科技园区亮景路232号C座5-9楼,,一览英才网,全职,浦东新区,2017-05-13,0-1
上海,上海巨微集成电路有限公司,不限,ppppp负责低功耗无线射频前端，信号转换和电源管理等芯片设计。pp岗位要求：pp1、微电子相关专业，本科以上学历，硕士以上学历优先考虑；pp2、三年以上模拟IC设计经验，熟练使用各种仿真工具，熟悉数模混合仿真流程；pp3、有模拟芯片设计并量产经验者优先考虑；pp4、工作地点：上海张江。ppp,上海市巨微集成电路有限公司由中国一流IC设计专家联合创立，...,不限,不限,招聘,射频模拟IC设计工程师(...,,射频模拟IC设计工程师(上海巨微集成电路有限公司),上海,2017-04-12,,,猎聘网,全职,不限,2017-07-02,10000-14999
上海,北京旋极星达技术有限公司,不限,"职位描述：一 职位要求：1.至少有一年的射频相关工作经验2.有低噪放维修工作经验者优先3.熟悉DXP制版软件或相关软件4.必须能够独立焊接和调试分析5.完成上级安排的其他工作二 岗位职责：1.产品电路的调式与维修，测试2.协助工程师完成公司研发项目三 工作地点     上海市松江区九亭镇高泾支路北斗产业园四  联系方式1、请有意向的求职者将详细的简历发送至我司邮箱:18001704567@163.com（请勿重复投递）并标注应聘的岗位；2、联系人：杨经理   联系电话：010-84571262；3、我司网址：http://www.chinaaerostar.com 　　　　　总部网址：http://www.watertek.com；五 单位介绍北京旋极星达技术有限公司为北京旋极信息技术股份有限公司（股票代码300324）的成员公司。总部设在北京，在上海成立了工程技术研发、加工、组装、测试中心。集团通过军用标准GJB9001B质量体系认证，具备国家三级军工保密资质、武器装备科研生产许可证，为***高新技术企业、北京市双软认定企业、北京市企业技术中心、北京市著名商标企业。公司自成立以来，一直秉承“以人为本”、“创新先行”的原则，按照“信善利”的核心准则，建立了独特的、具有强大凝聚力和生命力的旋极文化。企业使命：致力于电子信息领域，为顾客提供优质的产品和服务，为员工提供事业成功的机会。企业远景：做优秀民族军工企业核心价值观：信  讲诚信、相互信任、建立坚强的信念和信心；善  善待客户、善待供应商、善待合作伙伴、善待员工；利  利人利己、互惠互利、兼顾客户利益、合作伙伴利益、员工利益和股东利益。六 薪资福利待遇1.优秀员工按照国家规定办理养老、医疗、失业、工伤、生育五类保险以及住房公积金；2.享受国家法定的各种节假日，公司为员工提供节日福利，带薪年假（工作满一年的正式员工）；3.公司为员工提供工会福利、午餐津贴、过节津贴、生日津贴、通讯补助、差旅津贴、健康体检、优秀员工旅游等；4.上市公司为招贤纳士开放部分股权和期权，表现优异者可酌情获得；5.宽广的事业平台,愉快的工作氛围，丰富的职业发展路径：在这里，你可以充分发挥自己的潜能，并且能和志同道合的同事们一起挥洒热血、群策群力，见证旋极星达的不断超越。在这里，你会拥有非常nice的领导和同事，完全不必担心复杂的人际关系和“办公室政治”，你可以在舒适的办公环境中感受旋极星达文化，愉快工作。在这里，你可以参与各种丰富多样的培训课程，并且有机会体验导师制的学习机制，在学习中迅速成长。只要你够优秀，就一定会脱颖而出。欢迎有识之士的诚挚加入职能类别：其他关键字：射频助理工程师维修工电子维修工",北京旋极星达技术有限公司为北京旋极信息技术股份有限公司（股票代码300324）投资成立的全资子公司，注册资金1250万。总部设在北京，在上海成立了研发中心，在无锡成立加工、组装、测试中心。集团是国内首家通过国家军用标准GJB9001B质量体系认证的企业，具备国家二级军工保密资格认证证书、武器装备科研生产许可证，为国家级高新技术企业、北京市双软认定企业、北京市企业技术中心、北京市著名商标企业。公司技术团队成员主要来自军工集团，在各自所从事的专业领域内有很强的影响力，同时团队具有很强的技术整合能力，能够不断挖掘整合技术以满足市场需要。目前技术团队中，老专家以某军工所的一批老专家做班底，在弹、箭、星、船天线专业均有建树，针对不同飞行器的飞行特点最大限度发挥天线作用。团队研制的产品曾获得国家级、省部级8项重大技术进步奖。年轻技术人员精通低噪声放大器、放率放大器、各种军工天线产品、射频通道、数字基带高速电路板、软件无线电数字接收机、上位机数据软件采集、三轴转台电控设备、具备各种总线接口设计的能力，整个年轻团队曾承担过国家863项目、国家自然科学基金项目、航天九院创新基金项目、产业发展基金项目、目前正在申请网络式测量天线“实用新型专利”、“矩阵式多频零相位天线”专利。公司网址www.chinaaerostar.com邮箱：18001704567@163.com地址：上海市徐汇区漕溪路222号航天大厦,不限,电子/电源/微电子,招聘,射频工程师助理,北京旋极星达技术有限公司,射频工程师助理,上海,2017-04-14,上海市徐汇区漕溪路222号航天大厦,不限,OFweek人才网,全职,不限,2017-10-14,8000-12000
上海,捷考奥电子上海有限公司,应届毕业生,环行器隔离器研发工程师职位描述：负责环行器隔离器产品的设计研发岗位要求：1，熟练掌握环形器隔离器等器件的工作原理，能独立设计。2，熟练使用HFSS仿真软件。3，肯钻研，谦虚诚实，勤奋好学，积极向上有目标。要求：大专以上学历，英文基础良好，2年以上相关工作经验，有波导研发经验者优先,捷考奥电子（上海）有限公司是一家合资企业，公司涉及移动通信设备器件以及相关设备的开发、生产、销售，并与国内外著名研究所密切合作，公司立志发展成为通信设备开发生产销售为一体的高新技术企业。目前公司已拥有一支技术过硬的专业团队，热忱期待优秀的人才能加入到我们的团队中共创公司的辉煌，公司将为员工提供宽广的上升发展空间。我们倡导沟通、协作、平等的管理理念，构建和谐宽松的工作氛围。公司简介请详阅：http://www.jqlelectronics.com,1年以下,,招聘,射频工程师（环形器隔离器...,,射频工程师（环形器隔离器研发）,上海,2017-04-13,上海市闵行区虹建路99号2号楼4楼,,一览英才网,均可,,2017-05-13,8000-9999
上海,THDZ,1年以上,1.从事毫米波微波技术研究；2.根据系统或单机方案进行射频部门的设计及研制；3.射频模块方案设计及测试方案设计；4.负责板极及单机级EMC设计；5.射频模块及单机研制中现场问题的技术支持；6.射频PCB设计。,军工企业研究院，已上市。电子相关产品，针对航天事业。产品...,"1-3年,3-5年,5-10年,10年以上",通信(设备/运营/增值),招聘,射频工程师、制造工程师(...,,射频工程师、制造工程师(THDZ),上海,2017-04-13,,上海,猎聘网,全职,不限,2017-05-19,12000-20000
上海,环维电子上海有限公司,不限,"职位描述：1、3G/4G WWAN product development/test/debug experience2、Familiar with cadence or CAD&amp;Allegro software3、WiFi/BT related testing/debug skills4、Familiar with RF equipments,such as power meter,VSA,Network analyzer,etc5、Good and continuous self-study ability岗位要求：1、本科及以上学历，通信及微波等相关专业2、从事过WiFi/BT等短距离无线通信产品的硬体开发、测试3、抗压性强、能适应加班职能类别：测试工程师射频工程师",环维电子（上海）有限公司诚聘,不限,激光/光学,招聘,RFTD射频测试开发工程...,环维电子（上海）有限公司,RFTD射频测试开发工程师,上海,2017-04-14,上海市浦东新区金桥进出口加工区龙桂路501号,不限,OFweek人才网,全职,不限,2017-10-14,12000-20000
上海,迪士恩信息科技上海有限公司,2年以上,"任职要求：1.通信、微波、无线电、电子专业本科及以上学历；2.从事手机或通讯产品射频相关设计5年以上开发经验；3.熟悉RF电路理论基础，测试方法和数模混合电路布线规则；4.熟悉CMU200、Agilent8960、频谱分析仪及常用测试设备；5.熟悉PADS，并能指导layout；6.熟悉GSM，CDMA.WCDMA等通信协议。7..对BT,WIFI,GPS等有深入的了解8.有智能机经验和CDMA经验者优先.职位描述：1.手机RF线路设计、调试、测试，包括天线、sawfilter、LNA、VCO、PA、EMCEMI，BT,FM,WIFI,GPS等；2.测试和提高产品射频性能，支持产品通过FTA、CTA，3C，广院等相关认证；3.射频元器件认证、选用。",迪士恩信息科技（上海）有限公司，是一家专业从事研发设计和生产各种通讯终端和设备的一家高科技公司。我公司在CDMA无线通信研发领域处于业内领先地位。我们的经营理念为“开放，协作，活力，进取”，为客户提供高品质的产品和服务，为员工提供一个发挥才能的平台。所述职务均要求应聘者必须具有良好的团队合作精神，男女不限，户口不限。,"1-3年,3-5年,5-10年,10年以上",光通信行业,招聘,射频工程师,,射频工程师,浦东新区,2017-04-14,上海浦东新区金科路2966号南楼217室,,一览英才网,全职,浦东新区,2017-05-14,0-1
上海,"宇龙计算机通信科技深圳有限公司,酷派集团",3年以上,KeyResponsibilitiesDuties主要职责：1、负责2G3G4G等智能终端产品的射频链路构建、设计和开发；2、负责射频平台和器件模组的选型和评估；3、跟踪业界最新射频天线技术及相应RF前端链路构建；4、参与射频技术规范的制定和设计；5、现场支持产品试产与量产，保障产品生产顺利进行。DesirableQualificationExperienceKnowledgeSkills所需专业经历和技能：1、本科以上学历，电子通信EMC电磁场与微波相关专业；2、年以上硬件电路调试和设计经验（至少年以上射频调试经验）；3、较强的射频电路，电磁场理论分析基础；4、熟练使用各种射频仪器和射频仿真软件，如AnsoftdesignerADS等；5、在GSMCDMALTE以及或者802.11abgn系统及标准方面，具有丰富的经验和良好的技术理解；6、电子产品认证（EMC，EMIESD浪涌）设计方面的经验；7、具有良好的专业英语及计算机应用能力；8、能吃苦耐劳，学习能力强，具有强烈的团队精神。,宇龙计算机通信科技（深圳）有限公司（简称宇龙通信）创立于1993年4月，系酷派集团有限公司（香港主板上市公司，股票代码2369）的全资附属子公司。酷派集团是中国专业的智能手机终端、移动数据平台系统、增值业务运营一体化解决方案提供商，专注于以智能手机为核心的无线数据一体化解决方案。公司拥有员工6000余人，其中研发人员超过40，持有专利6000余项，多项技术打破国外公司的垄断。目前，公司已建立起以深圳酷派信息港为总部，以北京、西安、合肥、南京、东莞的研发机构和生产基地为支撑，辐射全国的产业支撑体系，产销规模超过200亿元。酷派集团是国家级重点软件企业、深圳市政府认定的高新技术企业，先后获得中国优秀民营企业、亚太区500强高科技企业、中国高科技企业50强、中国电子信息100强、广东省知识产权示范企业等荣誉称号，并被国家授予博士后科研工作站。经过20多年的发展，酷派集团经历了创始发展、智能终端、移动互联网三个发展阶段，取得了一系列引人瞩目的成绩。其中，全球首创的CDMAGSM双网双通终端技术荣获国家科技进步二等奖，是迄今为止手机终端技术领域所获得的最高奖项。2014年，酷派完成了三大品牌、四架马车的战略布局。三大品牌分别为coolpad、dazen、ivvi，每个品牌拥有不同的定位，独立运作与核算；四架马车则按业务划分为酷派中国区、奇酷大神、ivvi公司、酷派海外，建立复合多样的商业运营模式。目前，酷派的战略布局已初显成效，随着各子品牌市场份额的不断提升以及产品结构的逐步完善，酷派将实现从中低端市场向中高端市场的跨越。随着互联网逐渐成为中国经济发展的新引擎，酷派积极向移动互联网转型，形成硬件生态渠道生态内容生态用户生态全新的生态概念，打造强大的互联网生态圈。在PMCC（PersonalMobileCloudComputer）的指引下，酷派将从B2B向B2B2C转变，聚焦精品策略，转型做消费者品牌。未来，酷派将通过青春合伙人计划，加强平台建设和产业链合作，以互联网共享理念打造合伙人机制。从中国制造到中国创造，酷派将凭借卓越的技术创新能力，致力于让用户尽享酷派一体化终端和服务的极致体验，坚定朝着一流的世界级企业目标迈进更多资讯，请关注酷派招聘官方微信。,"3-5年,5-10年,10年以上",通信(设备/运营/增值),招聘,高级射频工程师(酷派集团...,酷派集团,高级射频工程师(酷派集团),上海,2017-04-13,广东省深圳市南山区科技圆北区科苑北路梦溪道2号酷派信息港,上海,猎聘网,全职,不限,2017-05-21,12000-20000
上海,华域汽车系统股份有限公司,不限,1、负责高频电路的仿真、设计、测试；2、负责雷达天线仿真、设计、测试；3、负责雷达系统的测试、标定；4、负责雷达产品的无委会认证；5、负责雷达系统CC&amp;SC分析及DFMEA编制；6、负责雷达系统功能安全设计；岗位要求：1、微波通信、电子工程及相关专业，硕士及以上学历，较强的微波通信、微波技术理论基础；2、3年以上汽车电子嵌入式产品开发经验，丰富的雷达、高频电路开发经验；3、精通高频电路仿真、设计，调试和最坏情况分析；.4、熟悉汽车电子产品EMC测试标准及无线法规；5、熟悉雷达系统测试及标定，熟悉HFSS等射频仿真软件；6、熟练使用各种电子测试仪器，包括频谱分析仪器、网络分析仪等；7、熟悉汽车行业硬件开发流程、汽车电子产品生产工艺及质量控制要求；8、有功能安全设计经验者优先；9.较强的沟通能力及团队合作能力。,华域汽车系统股份有限公司（以下简称“公司”，股票代码为600741）是国内A股市场最大的综合性汽车零部件上市公司，主要从事独立供应汽车零部件的研发、生产及销售，主要业务涵盖汽车内外饰、功能件、电子电器、金属成型与模具、热加工、新能源等六大板块。公司共有直接投资企业30家，主要包括延锋汽车饰件系统有限公司、上海小糸车灯有限公司、上海三电贝洱汽车空调有限公司、上海纳铁福传动系统有限公司、华域汽车电动系统有限公司等企业。公司拥有较为完善的汽车零部件供应链体系，在全国19个省、市、自治区设立215个研发、制造和服务基地，在美国、泰国、俄罗斯、澳大利亚、捷克、印度等国家设立了9个生产制造基地，为国内外众多整车客户提供优质的本土化研发和供货服务。,不限,通信/光通讯,招聘,ADAS射频工程师,华域汽车系统股份有限公司,ADAS射频工程师,上海,2017-04-14,威海路489号,不限,OFweek人才网,全职,不限,2017-10-14,0-1
上海,上海太极电子科技发展有限公司,3年以上,工作职责：1）工作地点位于公司研发部（上海市虹口区）。2）负责射频模块的研发工作。3）设计研发方案、器件选型与实验、产品定型、测试与对客户的技术支持。4）本公司提供良好的工作环境及完善福利待遇。职位要求：1）本科以上学历，通信，无线电，电子工程类相关专业。2）具备系统的无线通信电子工程专业基础知识。3）三年以上无线通信产品射频硬件设计经验，能进行独立进行相关电路设计及布线。4）熟悉相关器件及设计方法与实验测试，对射频模块及数字通信有深入的了解。5）精通PROTEL等开发工具，熟练使用信号源、频谱仪、示波器等测试仪表。6）精通射频电路、系统、射频测量仪器的测试方法。7）具有测试产品的应用或技术支持经验。8）善于选料，了解生产。9）具备独立的研发能力与深入的技术攻关能力,上海太极电子科技发展有限公司是一家致力于以无线通信设备为主导产品的研发、生产、销售为一体的高新技术企业。公司主要产品有：TJ-1100蓝牙连接器、AIS基站、手持式AIS设备、AISPDA终端、全方位搜救人体落险报警仪、超短波接收机等系列产品。公司技术力量雄厚，拥有一支高素质的研发队伍，具有完整的系统硬件，软件开发及配套生产能力，特别是在射频开发、DSP信号处理、软件无线电方面有着丰富的研发经验。生产的产品以其先进的技术、稳定的性能、可靠的质量深受广大用户的青睐。多年来，太极电子坚持诚信务实、开拓创新的经营理念，以一流的信誉，完美的服务为无线电管理部门，农业部渔业协会，交通部海事交通部门等单位提供了大量的解决方案和产品实践应用，取得了用户的一致好评。秉承以人为本的宗旨，诚信至上的原则，求实创新的态度，利用自主技术，采购生产上的巨大优势，我们承诺以稳定可靠的产品、优廉的产品价格，来回报广大客户的支持与信赖。,"3-5年,5-10年,10年以上",通信,招聘,高级射频工程师,,高级射频工程师,虹口区,2017-04-14,上海市虹口区沽源路110弄5号403室,,一览英才网,全职,虹口区,2017-05-14,0-1
上海,某大型手机方案公司,1年以上,工作职责：1、负责无线通信终端产品射频部分的研发工作；2、保证整体射频电路设计指标的按期实现并满足可靠性和一致性要求；3、和其它部门密切协作，保证整个产品的相关目标按期实现；4、设计方案所采用元器的选择和成本控制；任职要求：1、电子工程、通信、微波等相关专业大专及以上学历；2、至少2年手机射频开发经验；3、熟悉射频系统及射频电路设计、调试方法，对射频模块及数字通信有深入了解；4、具备良好的英语沟通能力，进取心强，有良好的学习和创新能力；5、良好的团队协作精神，善于与人沟通，能够承受工作压力。,公司创建于2002年7月，是一家全球领先的无线通讯技术产品和服...,"1-3年,3-5年,5-10年,10年以上",互联网/移动互联网/电子商务,招聘,高级射频工程师(某大型手...,,高级射频工程师(某大型手机方案公司),上海,2017-04-12,,上海,猎聘网,全职,不限,2017-05-16,12000-20000
上海,凯镭思通讯设备上海有限公司,不限,"职位职能:Main Job Responsibility:1. Electronics circuit design for AISG control, DC power supply, alarm, VSWR monitor, used in telecomm products like TMA/MHA, Filter Module, DAS etc.2. Cooperate closly with active RF engineers and filter engineer for new product design, debugging and trouble shooting3. Build prototype PCBA and debug new board in an effective way4. Work closely with active design team in Brisbane design center5. Implement qualification test manually or automatic test system6. Production support on active module trouble shooting, upgrading etc.1, Team work and effective communication in both mandarin and English2, Over 6 years electronics design hardware design experience, prefer for telecomm products, like TMA, filter module and RRH.3, Proven experience with  analog and digital electronics design4, Familiar with MCU circuits design, PCB layout, AISG protocol5, Familiar with active IC, PCB, PCBA vendors, SMT process","凯镭思通讯设备（上海）有限公司的前名为奥雷通光通讯设备（上海）有限公司，成立于2002年5月，是一家生产合路器、双工器、滤波器等通讯产品的高科技企业。2003年通过ISO-9001国际质量体系认证。2004年至今公司一直被认定为上海市高新技术企业，主要从事无线通讯系统的射频/微波器件和组件、模块及子系统方面业务的发展。2008年5月，奥雷公司加入了Smiths集团，成为Smiths集团在中国地区的全资子公司。2011年2月14日IWT集团下属的4家公司品牌奥雷(Allrizon)，SIC,Triasx,Summitek已整合为一个全新的品牌Kaelus.奥雷通光通讯设备（上海）有限公司也随之更名为凯镭思通讯设备（上海）有限公司。公司质量方针为：客户至上，持续改善，团结奋进，创造价值。我们为员工提供上下班班车（淞虹路地铁口、莘庄地铁口），工作午餐,并保证员工享受国家法定的应享受的所有福利待遇。我们为非沪籍城镇员工也提供上海城镇社会保险并购买公积金。应聘需知：1，公司地址位于上海市闵行区！2、求职简历请勿采用附件形式发送，以免被删除！3、谢绝未经预约的来人、来电！谢谢！附关于凯镭思通讯设备（上海）有限公司母公司简介：Smiths集团简介：Smiths集团成立于1851年,总部设在伦敦,在伦敦证券交易所上市,是英国的100强企业。在全球有超过29000名的员工,有100多家分公司,分布于40多个国家和地区,主要集中在北美和欧洲。2007年度的销售额达到42亿美元,营业利润为6.77亿美元。SmithsInterconnect简介：SmithsInterconnect是Smiths集团的全资下属公司,共有员工2800多人,分布于世界各地。SmithsInterconnect下属有19家公司,设计并制造专业的电子及射频产品,用以连接、保护和控制关键系统,广泛应用于电信、航天航空以及医疗领域。",不限,电子/电源/微电子,招聘,Sr. Active E...,凯镭思通讯设备（上海）有限公司,Sr. Active Engineer/高级有源射频工程师,上海,2017-04-14,中国上海闵行区朱建路333弄优乐加工业园区10号楼、9号楼,不限,OFweek人才网,全职,不限,2017-10-14,0-1
